WinAccu: -21.0	OccuRecAccu: 12.5 +/- 15.0	NTPAccu:15.2
WinAccu: -20.0	OccuRecAccu: 12.5 +/- 14.0	NTPAccu:15.1
WinAccu: -17.0	OccuRecAccu: 9.5 +/- 14.0	NTPAccu:13.8
WinAccu: -26.0	OccuRecAccu: 4.0 +/- 14.0	NTPAccu:43.3
WinAccu: -65.0	OccuRecAccu: 33.5 +/- 14.0	NTPAccu:44.9
WinAccu: -41.0	OccuRecAccu: 34.5 +/- 14.0	NTPAccu:15.1
WinAccu: -44.0	OccuRecAccu: 38.0 +/- 14.0	NTPAccu:14.1
WinAccu: -46.0	OccuRecAccu: 41.0 +/- 14.0	NTPAccu:14.1
WinAccu: -50.0	OccuRecAccu: 43.5 +/- 14.0	NTPAccu:15.3
WinAccu: -15.0	OccuRecAccu: 48.0 +/- 14.0	NTPAccu:14.1
WinAccu: -6.0	OccuRecAccu: 2.5 +/- 5.0	NTPAccu:4.9
WinAccu: -6.0	OccuRecAccu: 2.5 +/- 5.0	NTPAccu:5.1
WinAccu: -6.0	OccuRecAccu: 2.0 +/- 5.0	NTPAccu:6.4
WinAccu: -41.0	OccuRecAccu: 8.5 +/- 5.0	NTPAccu:51.6
WinAccu: -33.0	OccuRecAccu: 5.0 +/- 5.0	NTPAccu:54.3
WinAccu: -33.0	OccuRecAccu: 3.0 +/- 5.0	NTPAccu:59.2
WinAccu: -32.0	OccuRecAccu: 1.0 +/- 5.0	NTPAccu:60.1
WinAccu: -15.4	OccuRecAccu: -0.5 +/- 5.0	NTPAccu:60.5
WinAccu: -27.0	OccuRecAccu: -3.5 +/- 5.0	NTPAccu:58.7
WinAccu: -26.0	OccuRecAccu: -0.5 +/- 5.0	NTPAccu:51.6
WinAccu: -19.0	OccuRecAccu: 9.5 +/- 19.0	NTPAccu:18.7
WinAccu: -27.0	OccuRecAccu: 12.0 +/- 19.0	NTPAccu:28.4
WinAccu: -19.0	OccuRecAccu: 8.5 +/- 19.0	NTPAccu:18.6
WinAccu: -19.0	OccuRecAccu: 8.5 +/- 19.0	NTPAccu:18.8
WinAccu: -21.0	OccuRecAccu: 8.5 +/- 19.0	NTPAccu:22.9
WinAccu: -19.0	OccuRecAccu: 5.5 +/- 19.0	NTPAccu:18.7
WinAccu: -26.0	OccuRecAccu: 11.5 +/- 8.0	NTPAccu:28.8
WinAccu: -18.0	OccuRecAccu: 7.0 +/- 8.0	NTPAccu:21.3
WinAccu: -15.0	OccuRecAccu: 10.0 +/- 8.0	NTPAccu:13.9
WinAccu: -21.0	OccuRecAccu: 13.5 +/- 14.0	NTPAccu:15.0
WinAccu: -35.0	OccuRecAccu: 19.0 +/- 15.0	NTPAccu:30.0
WinAccu: -29.0	OccuRecAccu: 2.5 +/- 15.0	NTPAccu:51.3
WinAccu: -28.0	OccuRecAccu: 1.5 +/- 15.0	NTPAccu:51.3
WinAccu: -39.0	OccuRecAccu: 6.0 +/- 15.0	NTPAccu:62.3
WinAccu: -28.0	OccuRecAccu: 1.5 +/- 15.0	NTPAccu:51.2
WinAccu: -29.0	OccuRecAccu: 1.5 +/- 15.0	NTPAccu:51.5
WinAccu: -31.0	OccuRecAccu: 4.0 +/- 15.0	NTPAccu:51.6
WinAccu: -33.0	OccuRecAccu: 5.5 +/- 15.0	NTPAccu:51.1
WinAccu: -40.0	OccuRecAccu: 8.0 +/- 15.0	NTPAccu:51.2
WinAccu: -45.0	OccuRecAccu: 13.5 +/- 15.0	NTPAccu:51.2
WinAccu: -49.0	OccuRecAccu: 16.5 +/- 15.0	NTPAccu:51.3
WinAccu: -32.0	OccuRecAccu: 6.5 +/- 15.0	NTPAccu:51.2
WinAccu: -34.0	OccuRecAccu: 6.5 +/- 15.0	NTPAccu:51.2
WinAccu: -21.0	OccuRecAccu: 9.5 +/- 20.0	NTPAccu:20.1
WinAccu: -21.0	OccuRecAccu: 11.0 +/- 21.0	NTPAccu:19.8
WinAccu: -21.0	OccuRecAccu: 9.5 +/- 20.0	NTPAccu:20.2
WinAccu: -19.0	OccuRecAccu: 9.5 +/- 19.0	NTPAccu:18.4
WinAccu: -20.0	OccuRecAccu: 7.5 +/- 18.0	NTPAccu:18.9
WinAccu: -22.0	OccuRecAccu: -7.0 +/- 19.0	NTPAccu:20.3
WinAccu: -22.0	OccuRecAccu: 10.5 +/- 20.0	NTPAccu:21.6
WinAccu: -24.0	OccuRecAccu: 10.5 +/- 20.0	NTPAccu:22.6
WinAccu: -54.0	OccuRecAccu: 22.0 +/- 23.0	NTPAccu:62.2
WinAccu: -61.0	OccuRecAccu: 25.5 +/- 23.0	NTPAccu:69.1
WinAccu: -56.0	OccuRecAccu: 22.0 +/- 23.0	NTPAccu:65.5
WinAccu: -63.0	OccuRecAccu: 25.0 +/- 23.0	NTPAccu:73.3
WinAccu: -62.0	OccuRecAccu: 24.5 +/- 23.0	NTPAccu:71.3
WinAccu: -69.0	OccuRecAccu: 31.5 +/- 23.0	NTPAccu:70.7
WinAccu: -62.0	OccuRecAccu: 29.5 +/- 23.0	NTPAccu:60.7
WinAccu: -22.0	OccuRecAccu: 564.5 +/- 23.0	NTPAccu:20.9
WinAccu: 509.0	OccuRecAccu: -535.5 +/- 21.0	NTPAccu:51.1
WinAccu: 510.0	OccuRecAccu: -536.5 +/- 21.0	NTPAccu:51.3
WinAccu: -41.0	OccuRecAccu: 19.5 +/- 17.0	NTPAccu:42.3
WinAccu: -19.0	OccuRecAccu: 8.5 +/- 17.0	NTPAccu:19.1
WinAccu: -18.0	OccuRecAccu: 8.5 +/- 17.0	NTPAccu:17.0
WinAccu: -20.0	OccuRecAccu: 8.5 +/- 18.0	NTPAccu:18.7
WinAccu: -20.0	OccuRecAccu: 9.5 +/- 19.0	NTPAccu:18.9
WinAccu: -17.0	OccuRecAccu: -9.5 +/- 15.0	NTPAccu:15.1
WinAccu: -2.0	OccuRecAccu: -7.0 +/- 14.0	NTPAccu:16.3
WinAccu: -16.0	OccuRecAccu: -10.0 +/- 16.0	NTPAccu:15.8
WinAccu: -19.0	OccuRecAccu: 8.5 +/- 16.0	NTPAccu:18.5
WinAccu: -20.0	OccuRecAccu: 8.5 +/- 19.0	NTPAccu:19.1
WinAccu: -8.0	OccuRecAccu: 2.5 +/- 8.0	NTPAccu:6.9


WinAccu		OccuRecAccu	Error	DriftCorr	NTPAccu
-389.0		194.0		383.0	0.0		388.1
-214.0		106.0		383.0	0.0		213.7
-58.0		27.0		214.0	0.0		57.6
-16.0		6.0		58.0	0.0		16.0
-49.0		23.5		16.0	0.0		51.2
-38.0		7.5		16.0	0.0		52.8
-37.0		10.5		16.0	5.7		51.3
-39.0		11.5		16.0	8.5		51.2
-42.0		14.0		16.0	10.9		54.0
-40.0		13.5		16.0	13.4		51.3
-97.0		17.5		16.0	15.4		58.7
-45.0		15.5		16.0	17.6		51.4
-50.0		19.0		16.0	23.4		53.2
-65.0		31.0		16.0	29.6		64.1
-59.0		29.0		16.0	34.0		54.2
-40.0		32.0		16.0	39.5		51.7
-47.0		16.5		16.0	23.0		57.5
-32.0		29.5		16.0	26.4		53.3
-21.0		-6.0		16.0	1.6		39.3
-29.0		-2.0		16.0	9.1		27.7
-68.0		29.0		28.0	0.0		76.7
-55.0		22.0		28.0	0.2		64.0
-29.0		4.5		28.0	0.4		46.6
-60.0		24.0		28.0	1.6		72.3
-43.0		17.0		28.0	1.7		53.9
-42.0		17.5		28.0	1.5		48.9
-45.0		18.5		28.0	0.5		52.8
-46.0		14.0		28.0	0.6		47.6
-14.4		10.5		28.0	9.1		28.8
-18.0		6.5		29.0	0.9		16.6
-16.0		7.0		17.0	0.2		18.0
-18.0		5.5		17.0	0.2		16.8
-6.0		3.0		17.0	0.2		5.4
-6.0		2.0		5.0	0.0		5.9
-6.0		-0.5		5.0	0.1		5.0
-17.0		7.0		5.0	0.4		14.2
-14.0		6.0		5.0	0.8		15.4
-49.0		14.5		5.0	1.7		68.8
-30.0		4.5		5.0	2.1		51.1
-31.0		4.5		5.0	2.6		51.7
-28.0		1.5		5.0	3.0		51.0
-27.0		0.5		5.0	3.4		51.1
-25.0		0.5		5.0	3.8		51.4
-25.0		-1.5		5.0	4.3		51.1
-24.0		-1.5		5.0	4.7		51.2
-23.0		-3.0		5.0	5.1		51.3
-12.0		-9.0		5.0	5.5		21.4
-12.0		3.5		5.0	17.6		18.5
-12.0		2.0		5.0	17.3		19.8
-11.0		1.0		5.0	18.5		19.6
-8.0		2.0		5.0	19.6		10.8
-8.0		3.0		5.0	20.7		7.6
-11.0		4.5		8.0	2.6		19.0
-10.0		0.0		8.0	0.3		18.6
-10.0		-0.5		8.0	0.7		19.6
-6.0		-3.5		8.0	1.5		16.5
-11.0		-4.0		8.0	2.3		16.1
-7.0		-4.5		8.0	3.2		16.4
-8.0		-2.5		8.0	6.0		16.4
-13.0		1.5		8.0	7.8		21.7
-15.0		-3.5		8.0	9.1		19.2
-6.0		6.0		8.0	19.0		5.6
-6.0		3.5		6.0	1.6		5.7
-6.0		1.0		6.0	0.1		5.4
-6.0		-3.5		5.0	0.1		4.7
-6.0		0.5		5.0	0.1		5.1
-6.0		1.5		5.0	0.1		5.0
-48.0		14.5		5.0	0.1		65.0
-33.0		6.5		5.0	0.3		51.3
-31.0		4.5		5.0	0.4		51.0
-33.0		5.0		5.0	0.5		54.1
-29.0		2.5		5.0	0.7		51.5
-28.0		1.5		5.0	0.8		51.1
-27.0		0.0		5.0	1.0		52.3
-24.0		-1.5		5.0	1.1		51.3
-22.0		-3.5		5.0	1.2		51.2
-11.0		-2.0		5.0	1.4		13.3
-6.0		-2.5		5.0	6.7		5.0
-31.0		15.5		5.0	0.7		31.5
-8.0		2.5		5.0	1.4		9.5

